City_ID,City.1,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,ceeldheer,3.8488,47.1806,81.25,79,73,18.41,SO,1683653962
356,kirkuk,35.4681,44.3922,74.34,37,19,7.11,IQ,1683653963
357,port augusta,-32.5,137.7667,51.1,80,0,4.32,AU,1683653965
358,harlingen,26.1906,-97.6961,87.06,80,100,17.27,US,1683653965
359,macapa,0.0389,-51.0664,89.58,70,75,11.5,BR,1683653966
360,fetesti,44.3833,27.8333,52.56,83,94,2.1,RO,1683653967
361,santana,-0.0583,-51.1817,89.78,70,75,11.5,BR,1683653967
362,morehead city,34.7229,-76.726,88.0,65,20,8.01,US,1683653968
363,kapa'a,22.0752,-159.319,73.72,87,75,14.97,US,1683653968
364,salinopolis,-0.6136,-47.3561,82.42,73,79,6.62,BR,1683653807
365,noumea,-22.2763,166.4572,75.99,99,98,10.49,NC,1683653969
366,ca mau,9.1769,105.15,80.65,82,97,3.42,VN,1683653970
367,lichinga,-13.3128,35.2406,62.69,82,75,6.91,MZ,1683653970
368,brasileia,-11.0161,-68.7481,79.25,78,100,9.22,BR,1683653971
369,outjo,-20.1167,16.15,72.54,27,18,3.53,,1683653971
370,nabire,-3.3667,135.4833,76.6,96,100,2.95,ID,1683653972
371,nyurba,63.2842,118.3319,43.7,96,100,10.65,RU,1683653973
372,pervomayskoye,43.919,46.7102,58.93,59,4,2.77,RU,1683653974
373,acucena,-19.0731,-42.5464,81.12,60,80,1.66,BR,1683653974
374,hinatuan,8.3722,126.3342,77.7,92,19,2.42,PH,1683653975
375,mumbwa,-14.9783,27.0619,63.01,46,2,5.12,ZM,1683653975
376,horta,38.5333,-28.6333,64.04,97,75,13.0,PT,1683653863
377,muroto-misakicho,33.2833,134.15,60.71,80,2,7.0,JP,1683653976
378,isangel,-19.55,169.2667,76.15,76,100,9.33,VU,1683653977
379,susanville,40.4163,-120.653,45.82,72,20,5.99,US,1683653977
380,qacha's nek,-30.1154,28.6894,46.53,60,0,2.46,LS,1683653978
381,adam,22.3756,57.5233,90.01,12,0,8.05,OM,1683653978
382,la cruz,23.9167,-106.9,86.04,30,35,6.55,MX,1683653978
383,mount gambier,-37.8333,140.7667,53.55,78,100,3.89,AU,1683653979
384,la'ie,21.6477,-157.9253,73.89,87,42,1.99,US,1683653979
385,wenchang,30.904,118.4887,59.31,58,89,5.55,CN,1683653979
386,cole harbour,44.6724,-63.4751,52.18,37,75,19.57,CA,1683653980
387,san andres,12.5847,-81.7006,89.62,70,20,11.5,CO,1683653917
388,guixi,28.2886,117.2133,61.81,74,8,5.44,CN,1683653980
389,mooirivier,-29.2082,29.9946,49.48,98,95,3.2,ZA,1683653981
390,herceg novi,42.4531,18.5375,65.28,82,75,2.3,ME,1683653981
391,pader palwo,2.8006,33.135,67.64,95,89,3.91,UG,1683653981
392,khovd,48.0056,91.6419,43.0,80,100,2.64,MN,1683653812
393,kerikeri,-35.2268,173.9474,60.91,97,35,1.01,NZ,1683653982
394,xunchang,28.4543,104.715,59.5,95,100,1.86,CN,1683653982
395,saint-joseph,-21.3667,55.6167,75.58,81,25,9.73,RE,1683653982
396,puerto armuelles,8.2833,-82.8667,91.38,62,89,10.0,PA,1683653983
397,lorengau,-2.0226,147.2712,79.92,83,22,0.89,PG,1683653983
398,penzance,50.1186,-5.5371,54.72,94,20,20.71,GB,1683653984
399,enewetak,11.3474,162.3373,81.37,82,100,16.11,MH,1683653984
400,san jose iturbide,21.0,-100.3833,78.58,20,12,9.91,MX,1683653805
401,peace river,56.2501,-117.286,61.11,63,100,0.0,CA,1683653894
402,nova xavantina,-14.6667,-52.35,85.48,48,100,3.62,BR,1683653985
403,kuching,1.55,110.3333,81.03,91,20,2.3,MY,1683653986
404,durban,-29.8579,31.0292,67.12,80,75,4.25,ZA,1683653964
405,akureyri,65.6835,-18.0878,48.13,76,40,11.5,IS,1683653986
406,kendari,-3.945,122.4989,75.85,93,100,4.07,ID,1683653986
407,ebon,4.582,168.6964,80.49,82,100,14.97,MH,1683653987
408,gardone val trompia,45.6942,10.187,65.34,85,99,3.56,IT,1683653987
409,laghouat,33.8,2.8651,81.43,19,26,13.29,DZ,1683653988
410,yelizovo,53.1873,158.3805,32.14,100,75,4.47,RU,1683653988
411,kismayo,-0.3582,42.5454,80.91,80,22,13.62,SO,1683653988
412,manay,7.215,126.5397,78.06,85,53,5.12,PH,1683653989
413,ola,59.5833,151.2833,33.82,88,100,2.04,RU,1683653989
414,lishui,28.4604,119.9103,56.35,82,2,3.02,CN,1683653990
415,shingu,33.7333,135.9833,53.1,84,0,5.55,JP,1683653890
416,keelung,25.1283,121.7419,68.58,70,1,7.18,TW,1683653990
417,sinan,34.8262,126.1086,51.91,81,100,7.81,KR,1683653990
418,grand rapids,42.9634,-85.6681,70.21,39,0,4.61,US,1683653735
419,geraldton,-28.7667,114.6,68.41,88,75,6.91,AU,1683653991
420,pak phanang,8.3511,100.202,79.74,86,99,6.98,TH,1683653991
421,daye,30.0833,114.95,65.61,62,96,4.21,CN,1683653992
422,bireun,5.203,96.7009,78.26,74,94,5.19,ID,1683653992
423,adler,43.43,39.92,57.36,82,75,7.0,RU,1683653992
424,abancay,-13.6339,-72.8814,65.46,58,90,2.93,PE,1683653992
425,rebrikha,53.0733,82.3408,51.76,59,98,7.56,RU,1683653993
426,huambo,-12.7761,15.7392,61.2,50,5,3.0,AO,1683653994
427,edremit,39.5961,27.0244,60.55,59,75,19.57,TR,1683653994
428,troitsko-pechorsk,62.7084,56.1964,42.28,82,100,8.32,RU,1683653994
429,vorkuta,67.5,64.0,17.53,99,90,3.18,RU,1683653909
430,kalkaman,51.9525,76.0211,54.27,50,100,11.03,KZ,1683653995
431,bilovods'k,49.2085,39.5897,48.96,51,100,10.11,UA,1683653995
432,castillos,-34.1667,-53.8333,67.8,45,7,10.18,UY,1683653995
433,colon,9.3592,-79.9014,86.74,66,88,7.85,PA,1683653996
434,santo domingo de los colorados,-0.25,-79.15,80.31,77,97,4.09,EC,1683653996
435,tocopilla,-22.092,-70.1979,72.45,67,7,8.19,CL,1683653996
436,fiambala,-27.6871,-67.6149,72.34,25,0,1.12,AR,1683653997
437,nantucket,41.2835,-70.0995,59.14,54,0,13.8,US,1683653786
438,ust-tsilma,65.441,52.1498,33.17,91,100,7.78,RU,1683653997
439,brezina,33.0989,1.2608,84.74,18,4,15.86,DZ,1683653997
440,sharqpur sharif,31.4633,74.1,80.73,20,0,7.31,PK,1683653998
441,mount pearl,47.5166,-52.7813,40.32,86,100,23.02,CA,1683653733
442,baise city,23.8997,106.6133,69.22,95,100,3.09,CN,1683653998
443,ad dabbah,18.05,30.95,87.33,9,35,10.16,SD,1683653998
444,beitbridge,-22.2167,30.0,68.65,65,57,5.79,ZW,1683653853
445,puerto ayacucho,5.6639,-67.6236,79.02,89,100,5.08,VE,1683653999
446,cocorit,27.5833,-109.9667,82.74,13,95,6.8,MX,1683653999
447,vizinga,61.0749,50.1031,42.78,83,99,6.8,RU,1683653999
448,linqiong,30.4159,103.4609,58.82,95,100,4.18,CN,1683654000
449,tasqala,51.1167,50.3167,51.91,46,100,13.98,KZ,1683654001
450,rongelap,11.1635,166.8941,80.73,83,100,13.89,MH,1683654001
451,naze,28.3667,129.4833,67.12,69,83,15.28,JP,1683653927
452,sebastopol,44.6,33.5333,48.99,60,93,3.0,UA,1683654002
453,mirnyy,62.5353,113.9611,37.47,96,100,10.11,RU,1683654003
454,pariaman,-0.619,100.12,77.05,84,82,4.34,ID,1683654003
455,muisne,0.6,-80.0333,82.78,75,66,7.54,EC,1683654004
456,slave lake,55.2834,-114.769,48.18,87,100,4.61,CA,1683654005
457,blansko,49.363,16.6445,59.45,70,5,7.45,CZ,1683654006
458,labytnangi,66.6572,66.4183,22.24,90,65,7.67,RU,1683654007
459,soygaon,20.6,75.6167,94.84,22,53,7.2,IN,1683654008
460,buzuluk,52.7807,52.2635,47.57,45,100,10.4,RU,1683654009
461,hami,42.8,93.45,56.86,37,53,5.97,CN,1683654009
462,bonthe,7.5264,-12.505,85.35,70,98,8.99,SL,1683654010
463,laguna,38.421,-121.4238,66.02,64,0,4.61,US,1683654011
464,brookings,44.3114,-96.7984,71.38,66,40,6.91,US,1683653993
465,bhimunipatnam,17.8833,83.4333,85.51,58,58,4.7,IN,1683654012
466,winnemucca,40.973,-117.7357,46.45,46,0,0.0,US,1683654012
467,puerto deseado,-47.7503,-65.8938,49.1,53,5,18.3,AR,1683654013
468,lyubinskiy,55.1542,72.6925,44.28,41,100,6.17,RU,1683654014
469,cidreira,-30.1811,-50.2056,72.48,50,0,7.29,BR,1683654014
470,bodaybo,57.8506,114.1933,39.67,98,100,3.67,RU,1683654017
471,ciudad madero,22.2667,-97.8333,86.2,74,40,11.95,MX,1683654018
472,keflavik,64.0049,-22.5624,49.91,100,75,5.75,IS,1683654019
473,east ballina,-28.8667,153.5833,52.81,91,36,4.79,AU,1683654019
474,bata,1.8639,9.7658,81.59,83,87,6.15,GQ,1683654020
475,crane,31.3974,-102.3501,89.94,25,31,13.65,US,1683654020
476,valparaiso,-33.0393,-71.6273,75.43,49,0,5.75,CL,1683653994
477,uaua,-9.8414,-39.4817,93.11,31,7,9.93,BR,1683654021
478,raja,8.4596,25.678,84.78,36,92,1.21,SS,1683654022
479,kruisfontein,-34.0033,24.7314,60.89,91,28,3.33,ZA,1683654022
480,staraya russa,57.9944,31.3608,49.62,57,73,6.51,RU,1683654023
481,lycksele,64.5954,18.6735,62.47,22,40,4.61,SE,1683654023
482,berdigestyakh,62.0989,126.6992,28.65,90,77,12.35,RU,1683654023
483,valenca,-13.3703,-39.0731,82.78,71,43,6.02,BR,1683654024
484,zhalantun,48.0,122.7167,41.34,29,41,4.68,CN,1683654025
485,rasht,37.2808,49.5832,61.5,83,100,2.37,IR,1683654026
486,ordynskoye,54.3656,81.8994,48.78,37,100,8.32,RU,1683654026
487,toamasina,-18.1667,49.3833,73.4,88,40,4.61,MG,1683654027
488,sisimiut,66.9395,-53.6735,33.69,76,94,11.41,GL,1683654028
489,asilah,35.465,-6.0348,73.36,70,13,5.93,MA,1683654028
490,orange walk,17.8333,-88.8333,98.96,29,53,7.52,BZ,1683654029
491,mitchell,43.7094,-98.0298,63.1,81,100,8.01,US,1683653980
492,galveston,29.3669,-94.9669,74.95,90,40,8.05,US,1683654030
493,al lagowa,11.4,29.1333,92.57,9,87,9.28,SD,1683654030
494,taro,-8.3862,115.28,73.4,97,95,2.13,ID,1683654031
495,mersing,2.4312,103.8405,82.31,89,20,5.75,MY,1683654032
496,chornobayivka,46.6941,32.5537,48.04,70,95,5.88,UA,1683654033
497,kuybyshev,55.4475,78.3218,43.7,36,100,6.26,RU,1683654034
498,ames,42.0347,-93.6199,66.31,86,100,14.97,US,1683654035
499,mikun',62.3547,50.0771,44.28,89,100,9.6,RU,1683654035
500,vilyuysk,63.7553,121.6247,41.02,93,100,15.55,RU,1683654037
501,chui,-33.6971,-53.4616,68.61,45,1,7.83,UY,1683654037
502,korla,41.7597,86.1469,60.67,29,3,6.29,CN,1683654038
503,kovel,51.2153,24.7087,46.11,66,50,7.0,UA,1683654039
504,karibib,-21.9333,15.8333,76.53,19,0,7.27,,1683654039
505,lashio,22.9333,97.75,67.84,92,89,2.19,MM,1683654039
506,vanimo,-2.6741,141.3028,82.45,81,100,7.9,PG,1683654040
507,zaragoza,41.6561,-0.8773,72.01,65,40,17.27,ES,1683654040
508,clearwater,27.9659,-82.8001,90.14,63,0,8.01,US,1683654041
509,liminka,64.8099,25.4155,55.47,41,0,4.61,FI,1683654041
510,timbuktu,16.7735,-3.0074,101.97,15,100,19.26,ML,1683654041
511,petrolina,-9.3986,-40.5008,93.25,40,40,6.91,BR,1683653906
512,san fernando de apure,7.8878,-67.4724,93.76,42,96,5.86,VE,1683654042
513,varena,54.2167,24.5667,49.08,56,85,4.54,LT,1683654042
514,marsh harbour,26.5412,-77.0636,76.42,75,5,5.77,BS,1683654042
515,nemuro,43.3236,145.575,41.97,93,86,6.93,JP,1683654043
516,fort st. john,56.2499,-120.8529,51.69,58,75,6.91,CA,1683654043
517,shimoda,34.6667,138.95,49.1,70,0,8.39,JP,1683654043
518,flying fish cove,-10.4217,105.6791,80.28,89,75,14.97,CX,1683654043
519,mbekenyera,-10.0,38.9833,70.77,75,35,4.88,TZ,1683654044
520,levuka,50.1834,-105.4011,60.62,55,20,2.3,CA,1683654044
521,cookeville,36.1628,-85.5016,79.65,74,40,6.91,US,1683654019
522,wakkanai,45.4094,141.6739,44.56,83,67,7.16,JP,1683654045
523,arar,30.9753,41.0381,78.82,21,40,11.5,SA,1683654045
524,kurchatov,51.6601,35.6521,48.61,74,97,7.92,RU,1683654045
525,laurel,39.0993,-76.8483,63.64,72,100,8.05,US,1683653761
526,verkhnevilyuysk,63.4453,120.3167,43.05,96,100,10.67,RU,1683654046
527,bissau,11.8636,-15.5977,95.11,46,20,6.91,GW,1683654046
528,quezon,7.7303,125.0989,73.51,93,27,2.19,PH,1683654046
529,gaspe,48.8334,-64.4819,49.91,31,20,13.8,CA,1683654011
530,nesterov,54.6306,22.5714,50.0,67,25,4.92,RU,1683654047
531,asau,46.4333,26.4,47.32,93,91,2.71,RO,1683654047
532,inhambane,-23.865,35.3833,71.58,94,20,6.91,MZ,1683654047
533,clinton,42.587,-82.9199,70.95,41,20,10.36,US,1683654019
534,tubarjal,30.4999,38.216,78.84,23,1,8.23,SA,1683654048
535,forster,-32.1667,152.5167,55.15,72,53,1.01,AU,1683654048
536,galle,6.0367,80.217,81.03,84,100,9.37,LK,1683654048
537,solnechnyy,50.7214,136.6319,34.47,76,100,8.93,RU,1683654049
538,wangjing,24.6,94.0333,67.51,54,8,0.94,IN,1683654049
539,mahdia,35.5047,11.0622,67.95,78,16,11.41,TN,1683654049
540,katsuura,35.1333,140.3,55.74,77,0,12.35,JP,1683654049
541,nuuk,64.1835,-51.7216,34.41,80,100,6.91,GL,1683654050
542,siracusa,37.0881,15.2792,65.57,81,100,5.3,IT,1683653778
543,haysville,37.5645,-97.3523,84.47,67,75,17.27,US,1683654050
544,kibara,-2.15,33.45,71.06,72,90,7.72,TZ,1683654051
545,aoulef,26.9667,1.0833,92.57,10,100,13.31,DZ,1683654051
546,long beach,33.767,-118.1892,64.99,80,100,6.91,US,1683653782
547,san martin,-33.081,-68.4681,70.34,28,79,3.69,AR,1683654051
548,paradip garh,20.3167,86.6167,83.97,76,7,11.92,IN,1683654052
549,visby,57.6409,18.296,57.42,41,0,11.5,SE,1683653865
550,keila,59.3036,24.4131,55.18,40,0,5.75,EE,1683654052
551,lahat,-3.8,103.5333,73.51,97,69,2.59,ID,1683654053
552,murzuq,25.9155,13.9184,76.44,23,5,19.13,LY,1683654053
553,arkhangel'sk,64.5401,40.5433,38.37,94,100,2.68,RU,1683654053
554,ploneour-lanvern,47.9,-4.2833,57.52,72,75,20.71,FR,1683654053
555,jayapura,-2.5333,140.7,78.19,91,100,2.51,ID,1683654054
556,siwa oasis,29.2041,25.5195,79.48,25,0,11.45,EG,1683654054
